Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
Log statements generation via deep learning: Widening the support provided to developers,,Luca Pascarella,Male,0.0,ETH Zurich,Switzerland,,,,,,,,0.0,0.0,0.0,
Log statements generation via deep learning: Widening the support provided to developers,,Gabriele Bavota,Male,0.0,UniversitÃ della Svizzera Italiana,Switzerland,,,,,,,,1.0,0.0,1.0,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,Object-Oriented Programming; Software Testing; Adaptive Random Testing; Fault Detection; Computational Efficiency,Jinfu Chen,Male,0.0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,,Jingyi Chen,Female,1.0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,,,,,,,,0.0,0.0,0.0,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,,Lili Zhu,Female,1.0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,,,,,,,,0.0,0.0,0.0,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,,Chengying Mao,Male,0.0,Jiangxi University of Finance and Economics,China,,,,,,,,1.0,0.0,1.0,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,,Qihao Bao,Male,0.0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,,,,,,,,0.0,0.0,0.0,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,,Rubing Huang,Female,1.0,Macau University of Science and Technology,"Macao, China",,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,DevOps Practices; Microservice Architecture; System Monitoring; Grey Literature Review; Software Quality,L. Giamattei,Female,1.0,"University of Naples Federico II, Italy",Italy,17.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
Monitoring tools for DevOps and microservices: A systematic grey literature review,,A. Guerriero,Male,0.0,"University of Naples Federico II, Italy",Italy,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,R. Pietrantuono,Male,0.0,"University of Naples Federico II, Italy",Italy,,,,,,,,1.0,0.0,1.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,S. Russo,Male,0.0,"University of Naples Federico II, Italy",Italy,,,,,,,,1.0,0.0,1.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,I. Malavolta,Male,0.0,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,,,,,,,,1.0,0.0,1.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,T. Islam,Male,0.0,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,M. DÃ®nga,Male,0.0,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,A. Koziolek,Male,0.0,"Karlsruhe Institute of Technology, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,S. Singh,Male,0.0,"Karlsruhe Institute of Technology, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,M. Armbruster,Male,0.0,"Karlsruhe Institute of Technology, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,J.M. Gutierrez-Martinez,Male,0.0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,S. Caro-Alvaro,Male,0.0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,D. Rodriguez,Male,0.0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,S. Weber,Male,0.0,"FZI Research Center for Information Technology, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,J. Henss,Male,0.0,"FZI Research Center for Information Technology, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,E. Fernandez Vogelin,Female,1.0,"Panel Sistemas Informaticos, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Monitoring tools for DevOps and microservices: A systematic grey literature review,,F. Simon Panojo,Male,0.0,"Panel Sistemas Informaticos, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Query-oriented two-stage attention-based model for code search,"code search, deep learning, code representation, attention-based models, semantic gap",Huanhuan Yang,Female,1.0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Query-oriented two-stage attention-based model for code search,,Ling Xu,Female,1.0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,,,,0.0,0.0,0.0,
Query-oriented two-stage attention-based model for code search,,Chao Liu,Male,0.0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,,,,0.0,0.0,0.0,
Query-oriented two-stage attention-based model for code search,,Luwen Huangfu,Male,0.0,"Fowler College of Business, San Diego State University, CA, 92182, USA; Center for Human Dynamics in the Mobile Age, San Diego State University, CA, 92182, USA",USA,,,,,,,,1.0,0.0,1.0,
RRGcode: Deep hierarchical search-based code generation,"Code generation, search models, re-ranking, retrieval models, semantic comparison",Qianwen Gou,Female,1.0,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",China,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
RRGcode: Deep hierarchical search-based code generation,,Yunwei Dong,Male,0.0,"School of Software, Northwestern Polytechnical University, Xiâ€™an, 710129, China",China,,,,,,,,0.0,0.0,0.0,
RRGcode: Deep hierarchical search-based code generation,,Yujiao Wu,Female,1.0,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",China,,,,,,,,0.0,0.0,0.0,
RRGcode: Deep hierarchical search-based code generation,,Qiao Ke,Male,0.0,"School of Mathematics and Statistics, Northwestern Polytechnical University, Xiâ€™an, 710129, China",China,,,,,,,,1.0,0.0,1.0,
Runtime verification on abstract finite state models,"Finite-state models, Java, multithreading, runtime verification, temporal logic",K.P. Jevitha,Female,1.0,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India",India,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Runtime verification on abstract finite state models,,Bharat Jayaraman,Male,0.0,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY, USA","India, USA",,,,,,,,1.0,0.0,1.0,
Runtime verification on abstract finite state models,,M. Sethumadhavan,Male,0.0,"TIFAC CORE in Cyber Security, Amrita School of Engineering, Coimbatore, Amrita Vishwa Vidyapeetham, India",India,,,,,,,,1.0,0.0,1.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,"Healthcare, AI, Machine Learning, Semantic Interoperability, Healthcare Digitization",Emmanouil S. Rigas,Male,0.0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",Greece,9.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Paris Lagakis,Male,0.0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,,,,,,,,0.0,0.0,0.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Makis Karadimas,Male,0.0,Netcompany - Intrasoft,Greece,,,,,,,,0.0,0.0,0.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Evangelos Logaras,Male,0.0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,,,,,,,,0.0,0.0,0.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Dimitra Latsou,Female,1.0,Pharmecons Easy Access,Greece,,,,,,,,0.0,0.0,0.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Magda Hatzikou,Female,1.0,Pharmecons Easy Access,Greece,,,,,,,,0.0,0.0,0.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Athanasios Poulakidas,Male,0.0,Netcompany - Intrasoft,Greece,,,,,,,,1.0,0.0,1.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Antonis Billis,Male,0.0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,,,,,,,,1.0,0.0,1.0,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,,Panagiotis D. Bamidis,Male,0.0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",Greece,,,,,,,,1.0,0.0,1.0,
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,"anomaly detection, microservices, distributed traces, profiling metrics, graph analysis",Mahsa Panahandeh,Female,1.0,University of Alberta,Canada,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,,Abdelwahab Hamou-Lhadj,Male,0.0,Concordia University,Canada,,,,,,,,1.0,0.0,1.0,
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,,Mohammad Hamdaqa,Male,0.0,Polytechnique Montreal,Canada,,,,,,,,0.0,0.0,0.0,
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,,James Miller,Male,0.0,University of Alberta,Canada,,,,,,,,1.0,0.0,1.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,"NLP, Test case generation, Requirements, Software testing, Automation",Jin Wei Lim,Male,0.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,7.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Thiam Kian Chiew,Male,0.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,1.0,0.0,1.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Moon Ting Su,Female,1.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,0.0,0.0,0.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Simying Ong,Female,1.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,0.0,0.0,0.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Hema Subramaniam,Female,1.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,0.0,0.0,0.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Mumtaz Begum Mustafa,Female,1.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,0.0,0.0,0.0,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,,Yin Kia Chiam,Male,0.0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,,,,,,,,0.0,0.0,0.0,
The effects of required security on software development effort,"Security, Software Development, Cost Models, Secure Software, Information Systems",Elaine Venson,Female,1.0,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",USA,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
The effects of required security on software development effort,,Bradford Clark,Male,0.0,"Software Metrics Inc., Haymarket, VA, USA",USA,,,,,,,,0.0,0.0,0.0,
The effects of required security on software development effort,,Barry Boehm,Male,0.0,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",USA,,,,,,,,1.0,0.0,1.0,
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,"Cyberâ€“Physical Systems, Performance, Antipatterns, Static Analysis, Software Performance",Imara van Dinten,Female,1.0,Delft University of Technology,Netherlands,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,,Pouria Derakhshanfar,Male,0.0,JetBrains Research,Netherlands,,,,,,,,0.0,0.0,0.0,
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,,Annibale Panichella,Male,0.0,Delft University of Technology,Netherlands,,,,,,,,1.0,0.0,1.0,
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,,Andy Zaidman,Male,0.0,Delft University of Technology,Netherlands,,,,,,,,1.0,0.0,1.0,
Understanding participation and corporatization in service of diversity in free/libre and open source software development projects,"software development, FLOSS, corporate engagement, diversity, GitHub",Olivia B. Newton,Female,1.0,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA",USA,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Understanding participation and corporatization in service of diversity in free/libre and open source software development projects,,Stephen M. Fiore,Male,0.0,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA, b: Department of Philosophy, University of Central Florida, Orlando, FL, USA",USA,,,,,,,,1.0,0.0,1.0,
