Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
,,Wesley K.G. AssunÃ§Ã£o,Male,0,"Department of Computer Science, North Carolina State University (NCSU), USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Silvia R. Vergilio,Female,1,"Federal University of ParanÃ¡ (UFPR), Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
Few-shot code translation via task-adapted prompt learning,Pre-trained Models; Code Translation; Few-shot Learning; Parameter-efficient Tuning; Software Engineering,Xuan Li,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",1,China,1,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Shuai Yuan,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0,0,0,0
,,Xiaodong Gu,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0,0,0,0
,,Yuting Chen,Female,1,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0,0,0,0
,,Beijun Shen,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0,0,0,0
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,Introductory Programming; Automated Feedback Systems; Control Flow Graph Alignment; Data-Driven Learning Support; Program Repair Algorithms,Md Towhidul Absar Chowdhury,Male,0,Rochester Institute of Technology,1,USA,1,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Maheen Riaz Contractor,Female,1,Rochester Institute of Technology,,USA,,,,,,,,,0,0,0,0,0,0
,,Carlos R. Rivero,Male,0,Rochester Institute of Technology,,USA,,,,,,,,,0,0,0,0,0,0
FragQC: An efficient quantum error reduction technique using quantum circuit fragmentation,Quantum Computing; Quantum Circuit Fragmentation; Error Reduction Techniques; Graph Partitioning; Quantum Hardware,Saikat Basu,Male,0,"A.K.Choudhury School of IT, University of Calcutta, LTIMindtree Ltd., St. Xavier's University",5,India,2,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Arnav Das,Male,0,"A.K.Choudhury School of IT, University of Calcutta, St. Xavier's University",,India,,,,,,,,,0,0,0,0,0,0
,,Amit Saha,Male,0,"A.K.Choudhury School of IT, University of Calcutta, Institut National de Recherche en Informatique et en Automatique (Inria), Ã‰cole Normale SupÃ©rieure (ENS), PSL University",,"India, France",,,,,,,,,0,0,0,0,0,0
,,Amlan Chakrabarti,Male,0,"A.K.Choudhury School of IT, University of Calcutta",,India,,,,,,,,,0,0,0,0,0,0
,,Susmita Sur-Kolay,Female,1,Indian Statistical Institute,,India,,,,,,,,,0,0,0,0,0,0
GBSR: Graph-based suspiciousness refinement for improving fault localization,Fault Localization; Software Debugging; Graph-based Algorithms; Mutation Analysis; Fault Suspiciousness Ranking,Zheng Li,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",2,China,1,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Mingyu Li,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Shumei Wu,Female,1,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Shunqing Xu,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Xiang Chen,Male,0,"School of Information Science and Technology, Nantong University",,China,,,,,,,,,0,0,0,0,0,0
,,Yong Liu,Male,0,"College of Information Science and Technology, Beijing University of Chemical Technology",,China,,,,,,,,,0,0,0,0,0,0
GDPR compliance via software evolution: Weaving security controls in software design,GDPR Compliance; Software Design; Privacy Controls; Security Controls; Software Evolution,Vanessa Ayala-Rivera,Female,1,"Technological University Dublin (TU Dublin), National College of Ireland (NCI)",3,Ireland,1,3,2,1,0,0,0,1,0,0,0,0,1,0
,,A. Omar Portillo-Dominguez,Male,0,Technological University Dublin (TU Dublin),,Ireland,,,,,,,,,0,0,0,0,0,0
,,Liliana Pasquale,Female,1,"University College Dublin (UCD), SFI Research Centre for Software (Lero)",,Ireland,,,,,,,,,0,0,0,0,0,0
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,AI-Generated Code Detection; Software Engineering Education; Plagiarism Detection; AI Code Classification; Quality Assurance in AI-generated Code,Phuong T. Nguyen,Female,1,UniversitÃ  degli studi dellâ€™Aquila,2,Italy,1,6,1,1,0,0,0,1,0,0,0,0,1,0
,,Juri Di Rocco,Male,0,UniversitÃ  degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Claudio Di Sipio,Male,0,UniversitÃ  degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Riccardo Rubei,Male,0,UniversitÃ  degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Davide Di Ruscio,Male,0,UniversitÃ  degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Massimiliano Di Penta,Male,0,UniversitÃ  degli studi del Sannio,,Italy,,,,,,,,,0,0,0,0,0,0
"GraalSP: Polyglot, efficient, and robust machine learning-based static profiler",Static Profiling; Machine Learning; Compiler Optimization; Polyglot Programming; Program Performance,Milan ÄŒuguroviÄ‡,Male,0,"Faculty of Mathematics, University of Belgrade, Oracle Labs",2,Serbia,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Milena VujoÅ¡eviÄ‡ JaniÄiÄ‡,Female,1,"Faculty of Mathematics, University of Belgrade, Oracle Labs",,Serbia,,,,,,,,,0,0,0,0,0,0
,,Vojin JovanoviÄ‡,Male,0,Oracle Labs ZÃ¼rich,,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Thomas WÃ¼rthinger,Male,0,Oracle Labs ZÃ¼rich,,Switzerland,,,,,,,,,0,0,0,0,0,0
Harmonizing DevOps taxonomies â€” A grounded theory study,DevOps Adoption; Organizational Structure; Grounded Theory; Team Dynamics; Software Development Practices,Jessica DÃ­az,Female,1,"ETSI Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid",3,Spain,2,7,2,1,0,0,0,1,0,0,0,0,1,0
,,Jorge PÃ©rez,Male,0,"ETSI Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid",,Spain,,,,,,,,,0,0,0,0,0,0
,,Isaque Alves,Male,0,"Department of Computer Science, University of SÃ£o Paulo",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Fabio Kon,Male,0,"Department of Computer Science, University of SÃ£o Paulo",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Leonardo Leite,Male,0,"Department of Computer Science, University of SÃ£o Paulo",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Paulo Meirelles,Male,0,"Department of Computer Science, University of SÃ£o Paulo",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Carla Rocha,Female,1,"Faculty of Gama, University of Brasilia",,Brazil,,,,,,,,,0,0,0,0,0,0
Hierarchical features extraction and data reorganization for code search,Code Search; Transformer Models; Deep Learning; Contrastive Training; Semantic Representation,Fan Zhang,Male,0,"College of Computer Science and Electronic Engineering, Hunan University",1,China,1,4,2,0,1,0,0,1,0,0,0,0,0,1
,,Manman Peng,Female,1,"College of Computer Science and Electronic Engineering, Hunan University",,China,,,,,,,,,0,0,0,0,0,0
,,Yuanyuan Shen,Female,1,"College of Computer Science and Electronic Engineering, Hunan University",,China,,,,,,,,,0,0,0,0,0,0
,,Qiang Wu,Male,0,"College of Computer Science and Electronic Engineering, Hunan University",,China,,,,,,,,,0,0,0,0,0,0
Hybrid quantum architecture for smart city security,Smart City Security; Quantum Computing; AI-driven Threat Detection; IoT Vulnerabilities; Data Privacy,Vita Santa Barletta,Female,1,University of Bari Aldo Moro,1,Italy,1,5,1,1,0,0,0,1,0,0,0,0,1,0
,,Danilo Caivano,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0,0,0,0
,,Mirko De Vincentiis,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0,0,0,0
,,Anibrata Pal,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0,0,0,0
,,Michele Scalera,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0,0,0,0
Impermanent identifiers: Enhanced source code comprehension and refactoring,Software Comprehension; Code Augmentation; Dynamic Identifiers; Empirical Software Engineering; Developer Collaboration,Eduardo Martins Guerra,Male,0,Free University of Bozen-Bolzano,3,Italy,3,6,1,0,1,0,0,1,0,0,0,0,0,1
,,AndrÃ© A.S. Ivo,Male,0,National Institute for Space Research (INPE),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Fernando O. Pereira,Male,0,National Institute for Space Research (INPE),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Romain Robbes,Male,0,Free University of Bozen-Bolzano,,Italy,,,,,,,,,0,0,0,0,0,0
,,Andrea Janes,Female,1,Free University of Bozen-Bolzano,,Italy,,,,,,,,,0,0,0,0,0,0
,,FÃ¡bio Fagundes Silveira,Male,0,"Federal University of SÃ£o Paulo, Free University of Bozen-Bolzano",,"Brazil, Italy",,,,,,,,,0,0,0,0,0,0
Incivility detection in open source code review and issue discussions,Open Source Development; Code Review; Issue Discussions; Machine Learning for Incivility Detection; Cross-platform Analysis,Isabella Ferreira,Female,1,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",2,Canada,2,3,2,1,0,0,0,1,0,0,0,0,1,0
,,Ahlaam Rafiq,Female,1,"Department of Physics, Indian Institute of Technology, Guwahati, Assam, India",,India,,,,,,,,,0,0,0,0,0,0
,,Jinghui Cheng,Male,0,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
Incremental-concurrent fusion checking for efficient context consistency,Context-Aware Computing; Smart Applications; Constraint Checking; Environmental Dynamics; Context Consistency,Lingyu Zhang,Male,0,"State Key Laboratory for Novel Software Technology, Nanjing University",2,China,1,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Huiyan Wang,Female,1,"State Key Laboratory for Novel Software Technology, Nanjing University",,China,,,,,,,,,0,0,0,0,0,0
,,Chuyang Chen,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,0,0,0,0,0,0
,,Chang Xu,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,0,0,0,0,0,0
,,Ping Yu,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,0,0,0,0,0,0
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,DevOps; Productivity; Quality Management; Software Maintenance; Process Improvement,Dan Port,Male,0,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",3,United States,1,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Bill Taber,Male,0,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",,United States,,,,,,,,,0,0,0,0,0,0
,,Parisa Emkani,Female,1,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",,United States,,,,,,,,,0,0,0,0,0,0
Investigating the robustness of locators in template-based Web application testing using a GUI change classification model,GUI Testing; Web Application Testing; Test Case Robustness; Locator Breakage; Regression Testing,Marco De Luca,Male,0,University Federico II of Naples,1,Italy,1,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Anna Rita Fasolino,Female,1,University Federico II of Naples,,Italy,,,,,,,,,0,0,0,0,0,0
,,Porfirio Tramontana,Male,0,University Federico II of Naples,,Italy,,,,,,,,,0,0,0,0,0,0
Iterative framework based on multi-task learning for service recommendation,Service-Oriented Computing; Multi-Task Learning; Service Recommendation; Software Development; User Requirements,Ting Yu,Female,1,"School of Computer Science and Technology, Hangzhou Dianzi University, Jiaxing Nanhu University",2,China,1,5,2,1,0,0,0,1,0,0,0,0,1,0
,,Dongjin Yu,Male,0,"School of Computer Science and Technology, Hangzhou Dianzi University",,China,,,,,,,,,0,0,0,0,0,0
,,Dongjing Wang,Female,1,"School of Computer Science and Technology, Hangzhou Dianzi University",,China,,,,,,,,,0,0,0,0,0,0
,,Quanxin Yang,Male,0,"School of Computer Science and Technology, Hangzhou Dianzi University",,China,,,,,,,,,0,0,0,0,0,0
,,Xueyou Hu,Male,0,"School of Computer Science and Technology, Hangzhou Dianzi University",,China,,,,,,,,,0,0,0,0,0,0
JITGNN: A deep graph neural network framework for Just-In-Time bug prediction,Just-In-Time Bug Prediction; Graph Neural Networks; Software Change Metrics; Deep Learning for Software Prediction; Source Code Analysis,Hossein Keshavarz,Male,0,University of Waterloo,2,Canada,1,2,1,0,1,0,0,1,0,0,0,0,0,1
,,Gema RodrÃ­guez-PÃ©rez,Female,1,"University of British Columbia, Kelowna",,Canada,,,,,,,,,0,0,0,0,0,0
Local features: Enhancing variability modeling in software product lines,Software Product Lines; Variability Modeling; Feature Models; Domain-Specific Languages; Product Customization,David de Castro,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",1,Spain,1,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Alejandro CortiÃ±as,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0,0,0,0
,,Miguel R. Luaces,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0,0,0,0
,,Oscar Pedreira,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0,0,0,0
,,Ãngeles Saavedra Places,Female,1,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0,0,0,0
Log statements generation via deep learning: Widening the support provided to developers,Logging; Deep Learning in Software Engineering; Information Retrieval; Software Monitoring; Log Statement Injection,Antonio Mastropaolo,Male,0,UniversitÃ  della Svizzera Italiana,2,Switzerland,1,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Valentina Ferrari,Female,1,UniversitÃ  della Svizzera Italiana,,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Luca Pascarella,Male,0,ETH Zurich,,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Gabriele Bavota,Male,0,UniversitÃ  della Svizzera Italiana,,Switzerland,,,,,,,,,0,0,0,0,0,0
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,Object-Oriented Programming; Software Testing; Adaptive Random Testing; Fault Detection; Computational Efficiency,Jinfu Chen,Male,0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",3,China,2,6,3,0,1,0,0,1,0,0,0,0,0,1
,,Jingyi Chen,Female,1,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0,0,0,0
,,Lili Zhu,Female,1,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0,0,0,0
,,Chengying Mao,Male,0,Jiangxi University of Finance and Economics,,China,,,,,,,,,0,0,0,0,0,0
,,Qihao Bao,Male,0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0,0,0,0
,,Rubing Huang,Female,1,Macau University of Science and Technology,,"Macao, China",,,,,,,,,0,0,0,0,0,0
Monitoring tools for DevOps and microservices: A systematic grey literature review,DevOps Practices; Microservice Architecture; System Monitoring; Grey Literature Review; Software Quality,L. Giamattei,Female,1,"University of Naples Federico II, Italy",6,Italy,4,17,2,1,0,0,0,1,0,0,0,0,1,0
,,A. Guerriero,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,R. Pietrantuono,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,S. Russo,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,I. Malavolta,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,T. Islam,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,M. DÃ®nga,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,A. Koziolek,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,S. Singh,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,M. Armbruster,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,J.M. Gutierrez-Martinez,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,S. Caro-Alvaro,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,D. Rodriguez,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,S. Weber,Male,0,"FZI Research Center for Information Technology, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,J. Henss,Male,0,"FZI Research Center for Information Technology, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,E. Fernandez Vogelin,Female,1,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,F. Simon Panojo,Male,0,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
Multi-granularity coverage criteria for deep reinforcement learning systems,"Reinforcement Learning, Deep Learning, Coverage, Safety, Security",Ying Shi,Female,1,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",1,China,1,3,2,1,0,1,1,0,1,0,1,0,0,0
,,Beibei Yin,Female,1,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",,China,,,,,,,,,0,0,0,0,0,0
,,Zheng Zheng,Male,0,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",,China,,,,,,,,,0,0,0,0,0,0
On the effectiveness of developer features in code smell prioritization: A replication study,"code smells, prioritization, developer features, feature selection, model explanation",Zijie Huang,Male,0,"Department of Computer Science and Engineering, East China University of Science and Technology",1,China,1,6,1,0,1,1,1,0,0,1,0,1,0,0
,,Huiqun Yu,Female,1,"Department of Computer Science and Engineering, East China University of Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Guisheng Fan,Male,0,"Department of Computer Science and Engineering, East China University of Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
