Paper Title,Conceptualization,FemaleConCep,MaleConCep,Female Conceptualization Ratio,Male Conceptualization Ratio,Data Curation,Female,Male,Female Data_Curation Ratio,Male Data_Curation Ratio,Formal Analysis,Female,Male,Female Formal_Analysis Ratio,Male Formal_Analysis Ratio,Funding Acquisition,Female,Male,Female Funding Acquisition Ratio,Male Funding Acquisition Ratio,Investigation,Female,Male,Female Investigation Ratio,Male Investigation Ratio,Methodology,Female,Male,Female Methodology Ratio,Male Methodology Ratio,Project Administration,Female,Male,Female Project Administration Ratio,Male Project Administration Ratio,Resources,Feamle,Male,Female Resources Ratio,Male Resources Ratio,Software,FemaleSoftware,MaleSoftware,Female Software Ratio,Male Software Ratio,Supervision,FemaleSup,MaleSup,Female Supervision Ratio,Male Supervision Ratio,Validation,FemaleValidation,MaleValidation,Female Validation Ratio,Male Validation Ratio,Visualization,FemaleVisualization,MaleVisualization,Female Visualization Ratio,Male Visualization Ratio,Writing â€“ Original Draft,FemaleOriginalDraft,MaleOriginalDraft,Female Writing â€“ Original Draft Ratio,Male Writing â€“ Original Draft Ratio,Writing â€“ Review & Editing,FemaleReview,MaleReview,Female Writing â€“ Review & Editing Ratio,Male Writing â€“ Review & Editing Ratio
Hybrid quantum architecture for smart city security,1,1,0,1.00,0.25,1,1,0,1.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.25,1,1,0,1.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.25,1,1,0,1.00,0.25,0,0,0,0.00,0.00,1,1,0,1.00,0.50,1,1,0,1.00,0.50
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
Impermanent identifiers: Enhanced source code comprehension and refactoring,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.20,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.80,1,0,1,1.00,1.00,0,0,0,1.00,0.60,1,0,1,1.00,1.00,1,0,1,1.00,1.00
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
Incivility detection in open source code review and issue discussions,1,1,0,0.50,1.00,0,0,0,0.50,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.50,0.00,1,1,0,0.50,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,1.00,1.00,1,1,0,0.50,1.00
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
Incremental-concurrent fusion checking for efficient context consistency,1,0,1,0.00,0.25,0,0,0,0.00,0.00,0,0,0,1.00,0.00,0,0,0,1.00,0.50,0,0,0,0.00,0.50,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.00,0.00,1,0,1,0.00,0.25,0,0,0,1.00,0.50
,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,1,0,1,0.00,0.50,0,0,0,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.50,1,0,1,1.00,1.00,1,0,1,0.00,0.50,0,0,0,0.00,0.50,0,0,0,1.00,0.00,1,0,1,0.00,1.00,0,0,0,0.00,0.50,0,0,0,0.00,0.50,1,0,1,0.00,1.00,1,0,1,0.00,0.50,0,0,0,1.00,0.00
,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Investigating the robustness of locators in template-based Web application testing using a GUI change classification model,0,0,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.50,0,0,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,1.00,0.50,1,0,1,1.00,1.00
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
Iterative framework based on multi-task learning for service recommendation,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.50,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.33
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
JITGNN: A deep graph neural network framework for Just-In-Time bug prediction,1,0,1,1.00,1.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Local features: Enhancing variability modeling in software product lines,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,1.00,0.75,0,0,0,1.00,0.50,0,0,0,1.00,0.75,1,0,1,1.00,1.00,0,0,0,0.00,0.25,0,0,0,1.00,0.75,1,0,1,0.00,1.00,0,0,0,0.00,0.50,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,
Log statements generation via deep learning: Widening the support provided to developers,1,0,1,0.00,1.00,0,0,0,1.00,0.33,1,0,1,0.00,0.33,0,0,0,0.00,0.33,1,0,1,1.00,0.67,1,0,1,0.00,0.67,0,0,0,0.00,0.33,0,0,0,0.00,0.00,1,0,1,1.00,0.33,1,0,1,0.00,0.67,1,0,1,1.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,1.00,1,0,1,0.00,1.00
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,1,0,1,0.67,0.33,0,0,0,0.33,0.33,0,0,0,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.67,0.33,1,0,1,0.67,0.33,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0.67,0.33,1,0,1,0.00,0.67,0,0,0,0.33,0.33,0,0,0,0.00,0.33,1,0,1,0.67,0.33,1,0,1,0.67,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Monitoring tools for DevOps and microservices: A systematic grey literature review,1,1,0,0.50,0.20,1,1,0,1.00,0.73,1,1,0,1.00,0.73,0,0,0,0.00,0.07,1,1,0,0.50,0.53,1,1,0,0.50,0.80,0,0,0,0.00,0.07,0,0,0,0.00,0.13,1,1,0,0.50,0.07,0,0,0,0.00,0.33,1,1,0,0.50,0.93,1,1,0,0.50,0.40,1,1,0,0.50,0.73,1,1,0,0.50,0.80
,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Multi-granularity coverage criteria for deep reinforcement learning systems,1,1,0,1.00,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,1.00,1,1,0,0.50,1.00,1,1,0,1.00,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,1.00,1,1,0,0.50,0.00,1,1,0,1.00,0.00,1,1,0,0.50,0.00,1,1,0,1.00,1.00
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
On the effectiveness of developer features in code smell prioritization: A replication study,1,0,1,0.00,0.20,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.20,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.80,1,0,1,0.00,0.20,1,0,1,0.00,0.20,0,0,0,1.00,0.80
,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
"Programming under the influence: On the effect of Heat, Noise, and Alcohol on novice programmers",1,0,1,1.00,1.00,0,0,0,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00,,0,0,1.00,0.50
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
Property probes: Live exploration of program analysis results,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.67,1,0,1,1.00,0.67,0,0,0,1.00,0.33,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,1.00,0.67,0,0,0,0.00,0.00,1,0,1,0.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.67
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Query-oriented two-stage attention-based model for code search,1,1,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,0,0,0,0.50,0.50,0,0,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,1,1,0,0.50,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.50,1.00
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
ReenRepair: Automatic and semantic equivalent repair of reentrancy in smart contracts,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.17,0,0,0,0.00,0.00,1,0,1,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.17,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
"Reproducibility of issues reported in stack overflow questions: Challenges, impact & estimation",1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Research artifacts for human-oriented experiments in software engineering: An ACM badges-driven structure proposal,1,1,0,0.67,0.33,1,1,0,1.00,0.00,1,1,0,0.67,0.33,1,1,0,0.33,0.33,1,1,0,0.33,0.00,1,1,0,0.67,0.00,1,1,0,0.33,0.33,0,0,0,0.00,0.67,0,0,0,0.00,0.00,1,1,0,0.67,0.33,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0.33,0.33
,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
